id,SourceBook,PageNoStart,PageNoEnd,SurahNo,Ayah,ScientificTopicTextEnglish,Volume,ScientificTopicTextArabic,TafsirID
170,Tafsir Ayat Al Konia,531,540,95,4,"The human being is distinguished in their physical constitution by an upright stature, a unique feature exclusive to humans among all moving living creatures. The Creator (Glorified and Exalted is He) planned this distinctive upright form while the human was still an embryo in the mother's womb. [There], the development of organs begins at a very early stage, following distinct phases marked by points of separation and connection (articulation), upon which the organs are built gradually.",4,يتميز الإنسان فى بناء جسده بانتصاب القامة، وهى ميزة يتفرد بها الإنسان بين جميع المخلوقات الحية المتحركة، وقد خطط الخالق (سبحانه وتعالى) لهذه الهيئة المميزة بانتصاب القامة والإنسان ما زال جنينا فى بطن أمه، حيث يبدأ نمو أعضائه فى مرحلة مبكرة جدا على مراحل مميزة بمواضع الفصل والوصل التى تبنى عليها الأعضاء شيئا فشيئا,TAAK_4_95_4
171,Tafsir Ayat Al Konia,545,554,96,16,"An explanation of how the human ""forelock"" (the frontal part of the brain) is the center of control for his personality, behavior, planning, will, organization of his affairs, problem-solving, and other higher cognitive functions.",4,شرح كيف أن ناحية الإنسان هى مركز التحكم فى شخصيته وسلوكه، وتخطيطه وإرادته، وتنظيمه لأموره، وحل مشاكله، وغير ذلك من وظائف معارفه العليا,TAAK_4_96_16
172,Tafsir Ayat Al Konia,559,566,101,4,"The young butterflies emerge by the millions at every moment, just as humans will emerge by the hundreds of billions at the moment of Resurrection. The young butterflies emerge from their cocoons weak, frail, crawling slowly in confusion and bewilderment, just as people will emerge from their graves in astonishment, surprise, confusion, and bewilderment.",4,تخرج عذارى الفراش بالملايين فى كل لحظة، كما سيخرج البشر بمئات البلايين فى لحظة البعث، وتخرج عذارى الفراش من شرنقتها ضعيفة هزيلة زاحفة ببطء فى اضطراب وحيرة، كما سيخرج الناس من قبورهم فى ذهول واستغراب واضطراب وحيرة,TAAK_4_101_4
173,الإعجاز العلمي في القرآن الكريم,213,229,2,255,First Issue: Adaptation of the Kursi (Footstool) of the Most Merciful and His Throne,1,تكييف كرسي الرحمن  وعرشه,IIFQ_1_2_255
174,الإعجاز العلمي في القرآن الكريم,330,339,3,30,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يكون من أحداث يوم القيامة,IIFQ_1_3_30
175,الإعجاز العلمي في القرآن الكريم,463,467,3,59,Creation of Jesus from a Mother Without a Father,1,خلق عيسى من أم بلا أب,IIFQ_1_3_59
176,الإعجاز العلمي في القرآن الكريم,325,339,3,133,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يكون من أحداث يوم القيامة,IIFQ_1_3_133
177,الإعجاز العلمي في القرآن الكريم,339,368,3,133,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_3_133
178,الإعجاز العلمي في القرآن الكريم,284,286,6,73,Adaptation of What Relates to Death and the Blowing of the Horn,1,تكييف ما يتعلق بالموت والنفخ في الصور,IIFQ_1_6_73
179,الإعجاز العلمي في القرآن الكريم,499,504,6,125,He the Exalted said: 'So whoever Allah wants to guide - He expands his breast to [contain] Islam,1, قال تعالى: ﴿ فَمَن يُرِدِ اللَّهُ أَن يَهْدِيَهُ يَشْرَحْ صَدْرَهُ لِلْإِسْلَامِ ... ﴾...',IIFQ_1_6_125
180,الإعجاز العلمي في القرآن الكريم,220,229,7,54,Adaptation of the Kursi (Footstool) of the Most Merciful and His Throne,1,تكييف كرسي الرحمن  وعرشه,IIFQ_1_7_54
181,الإعجاز العلمي في القرآن الكريم,290,319,7,54,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_7_54
182,الإعجاز العلمي في القرآن الكريم,504,506,7,58,He the Exalted said: 'And the good land - its vegetation emerges by permission of its Lord...',1,قال تعالى: ﴿ وَالْبَلَدُ الطَّيِّبُ يَخْرُجُ نَبَاتُهُ بِإِذْنِ رَبِّهِ ... ﴾,IIFQ_1_7_58
183,الإعجاز العلمي في القرآن الكريم,220,229,11,7,Adaptation of the Kursi (Footstool) of the Most Merciful and His Throne,1,تكييف كرسي الرحمن  وعرشه,IIFQ_1_11_7
184,الإعجاز العلمي في القرآن الكريم,451,453,11,40-44,The Flood with Which Allah Destroyed the People of Noah,1,الطوفان الذي أهلك الله به قوم نوح,IIFQ_1_11_40-44
185,الإعجاز العلمي في القرآن الكريم,353,368,11,106,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_11_106
186,الإعجاز العلمي في القرآن الكريم,344,368,11,108,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_11_108
187,الإعجاز العلمي في القرآن الكريم,453,459,12,93-34,Jacob and the Scent of Joseph's Shirt,1,يعقوب وريح قميص يوسف,IIFQ_1_12_93-34
188,الإعجاز العلمي في القرآن الكريم,488,495,13,17,Scientific Miraculousness and Using It as Evidence for the Prophethood of the Messenger ﷺ and His Knowledge of Detailed Scientific Facts,1,الإعجاز العلمي والاستدلال به على نبوة الرسول ﷺ ومعرفته بتفاصيل الحقائق العلمية,IIFQ_1_13_17
189,الإعجاز العلمي في القرآن الكريم,405,411,14,48,Scientific Miraculousness and the Origin and End of the Universe,1,الإعجاز العلمي ونشأة الكون ونهايته,IIFQ_1_14_48
190,الإعجاز العلمي في القرآن الكريم,269,275,15,14,Adaptation of the Ascent of the Angels,1,تكييف عروج الملائكة,IIFQ_1_15_14
191,الإعجاز العلمي في القرآن الكريم,353,368,15,43-44,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_15_43-44
192,الإعجاز العلمي في القرآن الكريم,489,495,16,15,Scientific Miraculousness and Using It as Evidence for the Prophethood of the Messenger ﷺ and His Knowledge of Detailed Scientific Facts,1,الإعجاز العلمي والاستدلال به على نبوة الرسول ﷺ ومعرفته بتفاصيل الحقائق العلمية,IIFQ_1_16_15
193,الإعجاز العلمي في القرآن الكريم,486,495,16,66,Scientific Miraculousness and Using It as Evidence for the Prophethood of the Messenger ﷺ and His Knowledge of Detailed Scientific Facts,1,الإعجاز العلمي والاستدلال به على نبوة الرسول ﷺ ومعرفته بتفاصيل الحقائق العلمية,IIFQ_1_16_66
194,الإعجاز العلمي في القرآن الكريم,405,411,17,99,Scientific Miraculousness and the Origin and End of the Universe,1,الإعجاز العلمي ونشأة الكون ونهايته,IIFQ_1_17_99
195,الإعجاز العلمي في القرآن الكريم,330,339,18,49,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يكون من أحداث يوم القيامة,IIFQ_1_18_49
196,الإعجاز العلمي في القرآن الكريم,284,286,18,99,Adaptation of What Relates to Death and the Blowing of the Horn,1,تكييف ما يتعلق بالموت والنفخ في الصور,IIFQ_1_18_99
197,الإعجاز العلمي في القرآن الكريم,487,495,20,6,Scientific Miraculousness and Using It as Evidence for the Prophethood of the Messenger ﷺ and His Knowledge of Detailed Scientific Facts,1,الإعجاز العلمي والاستدلال به على نبوة الرسول ﷺ ومعرفته بتفاصيل الحقائق العلمية,IIFQ_1_20_6
198,الإعجاز العلمي في القرآن الكريم,296,319,20,105-107,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_20_105-107
199,الإعجاز العلمي في القرآن الكريم,354,368,21,30,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_21_30
200,الإعجاز العلمي في القرآن الكريم,374,411,21,30,Scientific Miraculousness and the Origin and End of the Universe,1,الإعجاز العلمي ونشأة الكون ونهايته,IIFQ_1_21_30
201,الإعجاز العلمي في القرآن الكريم,485,495,21,30,Scientific Miraculousness and Using It as Evidence for the Prophethood of the Messenger ﷺ and His Knowledge of Detailed Scientific Facts,1,الإعجاز العلمي والاستدلال به على نبوة الرسول ﷺ ومعرفته بتفاصيل الحقائق العلمية,IIFQ_1_21_30
202,الإعجاز العلمي في القرآن الكريم,460,462,21,80,Softening Iron for David,1,إلانة الحديد لداود,IIFQ_1_21_80
203,الإعجاز العلمي في القرآن الكريم,462,463,21,81,The Wind Subjected to Solomon,1,الريح المسخرة لسليمان,IIFQ_1_21_81
204,الإعجاز العلمي في القرآن الكريم,405,411,21,104,Scientific Miraculousness and the Origin and End of the Universe,1,الإعجاز العلمي ونشأة الكون ونهايته,IIFQ_1_21_104
205,الإعجاز العلمي في القرآن الكريم,362,368,22,19-21,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_22_19-21
206,الإعجاز العلمي في القرآن الكريم,232,269,22,47,"Adaptation of the Duration of the Day in Surah Al-Hajj, As-Sajdah, and Al-Ma'arij",1,تكييف مدة اليوم في سورة الحج والسجدة والمعارج,IIFQ_1_22_47
207,الإعجاز العلمي في القرآن الكريم,459,460,27,9-10,The Shaking of the Staff and Its Transformation into a Snake for Moses,1,اهتزاز العصا وتحولها حية لموسى,IIFQ_1_27_9-10
208,الإعجاز العلمي في القرآن الكريم,297,319,27,88-90,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_27_88-90
209,الإعجاز العلمي في القرآن الكريم,520,529,29,41,He the Exalted said: 'The example of those who take allies other than Allah is like that of the spider...',1,قال تعالى: ﴿ مَثَلُ الَّذِينَ اتَّخَذُوا مِن دُونِ اللَّهِ أَوْلِيَاءَ كَمَثَلِ الْعَنكَبُوتِ ... ﴾,IIFQ_1_29_41
210,الإعجاز العلمي في القرآن الكريم,182,183,30,1-3,Unseen Prophecies in the Quran and the Relationship of Scientific Miraculousness to Them,1,النبوءات الغيبية في القرآن وعلاقة الإعجاز العلمي بها,IIFQ_1_30_1-3
211,الإعجاز العلمي في القرآن الكريم,232,269,32,5,"Adaptation of the Duration of the Day in Surah Al-Hajj, As-Sajdah, and Al-Ma'arij",1,تكييف مدة اليوم في سورة الحج والسجدة والمعارج,IIFQ_1_32_5
212,الإعجاز العلمي في القرآن الكريم,269,275,34,2,Adaptation of the Ascent of the Angels,1,تكييف عروج الملائكة,IIFQ_1_34_2
213,الإعجاز العلمي في القرآن الكريم,460,462,34,10,Softening Iron for David,1,إلانة الحديد لداود,IIFQ_1_34_10
214,الإعجاز العلمي في القرآن الكريم,462,463,34,12,The Wind Subjected to Solomon,1,الريح المسخرة لسليمان,IIFQ_1_34_12
215,الإعجاز العلمي في القرآن الكريم,330,339,36,65,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_36_65
216,الإعجاز العلمي في القرآن الكريم,462,463,38,36,The Wind Subjected to Solomon,1,الريح المسخرة لسليمان,IIFQ_1_38_36
217,الإعجاز العلمي في القرآن الكريم,405,411,39,67,Scientific Miraculousness and the Origin and End of the Universe,1,الإعجاز العلمي ونشأة الكون ونهايته,IIFQ_1_39_67
218,الإعجاز العلمي في القرآن الكريم,284,286,39,68-70,Adaptation of What Relates to Death and the Blowing of the Horn,1,تكييف ما يتعلق بالموت والنفخ في الصور,IIFQ_1_39_68-70
219,الإعجاز العلمي في القرآن الكريم,353,368,39,72,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_39_72
220,الإعجاز العلمي في القرآن الكريم,339,368,39,73,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_39_73
221,الإعجاز العلمي في القرآن الكريم,353,368,40,76,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_40_76
222,الإعجاز العلمي في القرآن الكريم,399,411,41,11,Scientific Miraculousness and the Origin and End of the Universe,1,الإعجاز العلمي ونشأة الكون ونهايته,IIFQ_1_41_11
223,الإعجاز العلمي في القرآن الكريم,332,339,50,16,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يكون من أحداث يوم القيامة,IIFQ_1_50_16
224,الإعجاز العلمي في القرآن الكريم,319,339,50,22,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يكون من أحداث يوم القيامة,IIFQ_1_50_22
225,الإعجاز العلمي في القرآن الكريم,339,368,50,31,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_50_31
226,الإعجاز العلمي في القرآن الكريم,467,477,54,1,The Splitting of the Moon for the Prophet Muhammad ﷺ,1,انشقاق القمر للنبي محمد ﷺ,IIFQ_1_54_1
227,الإعجاز العلمي في القرآن الكريم,451,453,54,9-15,The Flood with Which Allah Destroyed the People of Noah,1,الطوفان الذي أهلك الله به قوم نوح,IIFQ_1_54_9-15
228,الإعجاز العلمي في القرآن الكريم,347,368,55,35-36,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_55_35-36
229,الإعجاز العلمي في القرآن الكريم,276,286,56,60-62,Adaptation of What Relates to Death and the Blowing of the Horn,1,تكييف ما يتعلق بالموت والنفخ في الصور,IIFQ_1_56_60-62
230,الإعجاز العلمي في القرآن الكريم,488,495,56,75-76,Scientific Miraculousness and Using It as Evidence for the Prophethood of the Messenger ﷺ and His Knowledge of Detailed Scientific Facts,1,الإعجاز العلمي والاستدلال به على نبوة الرسول ﷺ ومعرفته بتفاصيل الحقائق العلمية,IIFQ_1_56_75-76
231,الإعجاز العلمي في القرآن الكريم,221,229,57,4,Adaptation of the Kursi (Footstool) of the Most Merciful and His Throne,1,تكييف كرسي الرحمن  وعرشه,IIFQ_1_57_4
232,الإعجاز العلمي في القرآن الكريم,324,339,57,13,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يكون من أحداث يوم القيامة,IIFQ_1_57_13
233,الإعجاز العلمي في القرآن الكريم,347,368,66,6,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_66_6
234,الإعجاز العلمي في القرآن الكريم,353,368,67,7,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_67_7
235,الإعجاز العلمي في القرآن الكريم,221,229,69,17,Adaptation of the Kursi (Footstool) of the Most Merciful and His Throne,1,تكييف كرسي الرحمن  وعرشه,IIFQ_1_69_17
236,الإعجاز العلمي في القرآن الكريم,257,269,70,1-10,"Adaptation of the Duration of the Day in Surah Al-Hajj, As-Sajdah, and Al-Ma'arij",1,تكييف مدة اليوم في سورة الحج والسجدة والمعارج,IIFQ_1_70_1-10
237,الإعجاز العلمي في القرآن الكريم,269,275,70,3-4,Adaptation of the Ascent of the Angels,1,تكييف عروج الملائكة,IIFQ_1_70_3-4
238,الإعجاز العلمي في القرآن الكريم,296,319,73,14,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_73_14
239,الإعجاز العلمي في القرآن الكريم,286,319,75,7-9,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_75_7-9
240,الإعجاز العلمي في القرآن الكريم,341,368,76,14,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_76_14
241,الإعجاز العلمي في القرآن الكريم,317,319,77,9,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_77_9
242,الإعجاز العلمي في القرآن الكريم,488,495,77,25-27,Scientific Miraculousness and Using It as Evidence for the Prophethood of the Messenger ﷺ and His Knowledge of Detailed Scientific Facts,1,الإعجاز العلمي والاستدلال به على نبوة الرسول ﷺ ومعرفته بتفاصيل الحقائق العلمية,IIFQ_1_77_25-27
243,الإعجاز العلمي في القرآن الكريم,337,339,81,1,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يكون من أحداث يوم القيامة,IIFQ_1_81_1
244,الإعجاز العلمي في القرآن الكريم,317,319,81,2,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_81_2
245,الإعجاز العلمي في القرآن الكريم,314,319,81,6,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_81_6
246,الإعجاز العلمي في القرآن الكريم,339,368,81,13,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_81_13
247,الإعجاز العلمي في القرآن الكريم,317,319,82,2,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_82_2
248,الإعجاز العلمي في القرآن الكريم,327,339,83,7-9,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يكون من أحداث يوم القيامة,IIFQ_1_83_7-9
249,الإعجاز العلمي في القرآن الكريم,327,339,83,18-20,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يكون من أحداث يوم القيامة,IIFQ_1_83_18-20
250,الإعجاز العلمي في القرآن الكريم,339,368,83,18-20,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_83_18-20
251,الإعجاز العلمي في القرآن الكريم,292,319,84,3-4,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_84_3-4
252,الإعجاز العلمي في القرآن الكريم,347,368,85,5,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_85_5
253,الإعجاز العلمي في القرآن الكريم,347,368,90,20,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_90_20
254,الإعجاز العلمي في القرآن الكريم,292,319,99,1-8,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_99_1-8
255,الإعجاز العلمي في القرآن الكريم,330,339,99,1-8,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يكون من أحداث يوم القيامة,IIFQ_1_99_1-8
256,الإعجاز العلمي في القرآن الكريم,330,339,99,4,Adaptation of Events Occurring on the Day of Resurrection,1,تكييف ما يكون من أحداث يوم القيامة,IIFQ_1_99_4
257,الإعجاز العلمي في القرآن الكريم,296,319,101,5,Adaptation of Events Occurring at the Establishment of the Hour,1,تكييف ما يكون من أحداث عند قيام الساعة,IIFQ_1_101_5
258,الإعجاز العلمي في القرآن الكريم,353,368,102,5-7,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_102_5-7
259,الإعجاز العلمي في القرآن الكريم,347,368,104,6,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_104_6
260,الإعجاز العلمي في القرآن الكريم,347,368,111,3,Adaptation of What Relates to Paradise and Hellfire,1,تكييف ما يتعلق بالجنة والنار,IIFQ_1_111_3
